OMIM_disease,OMIM_phen_key,OMIM_orgene,OMIM_id,OMIM_pos,OMIM_gene
"Usher syndrome, type 3A, 276902 ",3,"CLRN1, USH3A, USH3, RP61",606397,3q25.1,CLRN1
"Usher syndrome, type IIC, GPR98/PDZD7 digenic, 605472 ",3,PDZD7,612971,10q24.31,PDZD7
"Usher syndrome, type IJ, 614869 ",3,"CIB2, KIP2",605564,15q25.1,CIB2
"VACTERL association, X-linked, 314390 ",3,"ZIC3, HTX1, HTX, VACTERLX",300265,Xq26.3,ZIC3
"VATER association with macrocephaly and ventriculomegaly, 276950 ",3,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,PTEN
"VLCAD deficiency, 201475 ",3,"ACADVL, VLCAD",609575,17p13.1,ACADVL
"Van Buchem disease, 239100 ",3,"SOST, VBCH, CDD, SOST1",605740,17q21.31,SOST
"Van der Woude syndrome 2, 606713 ",3,"GRHL3, SOM, TFCP2L4, VWS2",608317,1p36.11,GRHL3
"Vasculopathy, retinal, with cerebral leukodystrophy, 192315 ",3,"TREX1, AGS1, CRV, HERNS",606609,3p21.31,TREX1
"Velocardiofacial syndrome, 192430 ",3,"TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR",602054,22q11.21,TBX1
"Venous malformations, multiple cutaneous and mucosal, 600195 ",3,"TEK, TIE2, VMCM",600221,9p21.2,TEK
"Ventricular fibrillation, familial, 1, 603829 ",3,"SCN5A, LQT3, VF1, HB1, SSS1, CMD1E, CDCD2",600163,3p22.2,SCN5A
"Ventricular septal defect 1, 614429 ",3,"GATA4, ASD2, VSD1, TACHD, TOF",600576,8p23.1,GATA4
"Ventricular septal defect 3, 614432 ",3,"NKX2-5, NKX2E, CSX, CHNG5, VSD3, HLHS2",600584,5q35.1,NKX2-5
"Ventricular tachycardia, catecholaminergic polymorphic, 1, 604772 ",3,"RYR2, VTSIP, ARVD2, ARVC2",180902,1q43,RYR2
"Ventricular tachycardia, catecholaminergic polymorphic, 4, 614916 ",3,"CALM1, PHKD, CPVT4, LQT14",114180,14q32.11,CALM1
"Ventricular tachycardia, idiopathic, 192605 ",3,"GNAI2, GNAI2B, GIP",139360,3p21.31,GNAI2
"Vertical talus, congenital, 192950 ",3,"HOXD10, HOX4D",142984,2q31.1,HOXD10
"Vici syndrome, 242840 ",3,"EPG5, KIAA1632, HEEW1, VICIS",615068,18q12.3-q21.1,EPG5
"Visceral myopathy, 155310 ",3,"ACTG2, ACTA3, VSCM",102545,2p13.1,ACTG2
"Vitamin D-dependent rickets, type I, 264700 ",3,"CYP27B1, VDD1, PDDR",609506,12q14.1,CYP27B1
"Vitamin K-dependent clotting factors, combined deficiency of, 2, 607473 ",3,"VKORC1, VKOR, VKCFD2, FLJ00289",608547,16p11.2,VKORC1
"Vitreoretinochoroidopathy, 193220 ",3,"BEST1, VMD2, ARB, RP50",607854,11q12.3,BEST1
"Vitreoretinopathy, neovascular inflammatory, 193235 ",3,"CAPN5, HTRA3, VRNI",602537,11q13.5,CAPN5
"Vohwinkel syndrome with ichthyosis, 604117 ",3,LOR,152445,1q21.3,LOR
"Vohwinkel syndrome, 124500 ",3,"GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,GJB2
"WHIM syndrome, 193670 ",3,"CXCR4, D2S201E, NPY3R, WHIMS",162643,2q22.1,CXCR4
"Waardenburg syndrome, type 1, 193500 ",3,"PAX3, WS1, HUP2, CDHS, WS3",606597,2q36.1,PAX3
"Waardenburg syndrome, type 2A, 193510 ",3,"MITF, WS2A, CMM8",156845,3p13,MITF
"Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 ",3,"SOX10, WS4, WS4C, PCWH",602229,22q13.1,SOX10
"Waardenburg syndrome, type 3, 148820 ",3,"PAX3, WS1, HUP2, CDHS, WS3",606597,2q36.1,PAX3
"Waardenburg syndrome, type 4A, 277580 ",3,"EDNRB, HSCR2, ABCDS, WS4A",131244,13q22.3,EDNRB
"Waardenburg syndrome, type 4B, 613265 ",3,"EDN3, WS4B, HSCR4",131242,20q13.32,EDN3
"Waardenburg syndrome, type 4C, 613266 ",3,"SOX10, WS4, WS4C, PCWH",602229,22q13.1,SOX10
"Waardenburg syndrome/albinism, digenic, 103470 ",3,"TYR, SHEP3, CMM8, OCA1A, ATN",606933,11q14.3,TYR
"Waardenburg syndrome/ocular albinism, digenic, 103470 ",3,"MITF, WS2A, CMM8",156845,3p13,MITF
"Wagner syndrome 1, 143200 ",3,"VCAN, CSPG2, WGN, WGN1, ERVR",118661,5q14.2-q14.3,VCAN
"Warfarin resistance, 122700 ",3,"VKORC1, VKOR, VKCFD2, FLJ00289",608547,16p11.2,VKORC1
"Warfarin sensitivity, 122700 ",3,CYP2C9,601130,10q23.33,CYP2C9
"Watson syndrome, 193520 ",3,"NF1, VRNF, WSS, NFNS",613113,17q11.2,NF1
"Weaver syndrome, 277590 ",3,"EZH2, EZH1, WVS",601573,7q36.1,EZH2
"Weill-Marchesani syndrome 1, recessive, 277600 ",3,"ADAMTS10, WMS1",608990,19p13.2,ADAMTS10
"Weill-Marchesani syndrome 2, dominant, 608328 ",3,"FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS",134797,15q21.1,FBN1
"Weissenbacher-Zweymuller syndrome, 277610 ",3,"COL11A2, STL3, DFNA13, DFNB53, FBCG2",120290,6p21.32,COL11A2
"Werner syndrome, 277700 ",3,"RECQL2, RECQ3, WRN",604611,8p12,RECQL2
"Weyers acrodental dysostosis, 193530 ",3,EVC,604831,4p16.2,EVC
"Weyers acrofacial dysostosis, 193530 ",3,"LBN, EVC2, WAD",607261,4p16.2,LBN
"White sponge nevus 1, 193900 ",3,"KRT4, CYK4, WSN1",123940,12q13.13,KRT4
"Wieacker-Wolff syndrome, 314580 ",3,"ZC4H2, KIAA1166, WRWF",300897,Xq11.2,ZC4H2
"Wiedemann-Steiner syndrome, 605130 ",3,"KMT2A, MLL, HRX, HTRX1, WDSTS",159555,11q23.3,KMT2A
"Wilms tumor 2, 194071 ",3,"H19, D11S813E, ASM1, BWS, WT2",103280,11p15.5,H19
"Wilms tumor, 194070 ",3,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,BRCA2
"Wilms tumor, somatic, 194070 ",3,"GPC3, SDYS, SGBS1",300037,Xq26.2,GPC3
"Wilms tumor, type 1, 194070 ",3,"WT1, NPHS4",607102,11p13,WT1
"Wilson disease, 277900 ",3,"ATP7B, WND",606882,13q14.3,ATP7B
"Wiskott-Aldrich syndrome, 301000 ",3,"WAS, IMD2, THC1, SCNX",300392,Xp11.23,WAS
"Wolcott-Rallison syndrome, 226980 ",3,"EIF2AK3, PEK, PERK, WRS",604032,2p11.2,EIF2AK3
"Wolff-Parkinson-White syndrome, 194200 ",3,"PRKAG2, WPWS, CMH6",602743,7q36.1,PRKAG2
"Wolfram syndrome 2, 604928 ",3,"CISD2, WFS2, ZCD2, ERIS",611507,4q24,CISD2
"Wolfram syndrome, 222300 ",3,"WFS1, WFRS, WFS, DFNA6, DFNA14, DFNA38, WFSL, CTRCT41",606201,4p16.1,WFS1
"Wolfram-like syndrome, autosomal dominant, 614296 ",3,"WFS1, WFRS, WFS, DFNA6, DFNA14, DFNA38, WFSL, CTRCT41",606201,4p16.1,WFS1
"Wolman disease, 278000 ",3,"LIPA, CESD",613497,10q23.31,LIPA
"Woolly hair, autosomal recessive 1, with or without hypotrichosis, 278150 ",3,"LPAR6, P2RY5, P2Y5, LAH3, ARWH1, HYPT8",609239,13q14.2,LPAR6
"Woolly hair, autosomal recessive 2 with or without hypotrichosis, 604379 ",3,"LIPH, LAH2, ARWH2, HYPT7",607365,3q27.2,LIPH
"Wrinkly skin syndrome, 278250 ",3,"ATP6V0A2, WSS, ARCL2A",611716,12q24.31,ATP6V0A2
"X-inactivation, familial skewed, 300087 ",3,"XIC, XCE, XIST, SXI1",314670,Xq13.2,XIC
"Xanthinuria, type I, 278300 ",3,"XDH, XAN1",607633,2p23.1,XDH
"Xeroderma pigmentosum, group A, 278700 ",3,"XPA, XPAC",611153,9q22.33,XPA
"Xeroderma pigmentosum, group B, 610651 ",3,"ERCC3, XPB, TTD2",133510,2q14.3,ERCC3
"Xeroderma pigmentosum, group C, 278720 ",3,"XPC, XPCC",613208,3p25.1,XPC
"Xeroderma pigmentosum, group D, 278730 ",3,"ERCC2, EM9, XPD, COFS2, TTD1",126340,19q13.32,ERCC2
"Xeroderma pigmentosum, group F, 278760 ",3,"ERCC4, XPF, FANCQ, XFEPS",133520,16p13.12,ERCC4
"Xeroderma pigmentosum, group G, 278780 ",3,"ERCC5, XPG, COFS3",133530,13q33.1,ERCC5
"Xeroderma pigmentosum, group G/Cockayne syndrome, 278780 ",3,"ERCC5, XPG, COFS3",133530,13q33.1,ERCC5
"Xeroderma pigmentosum, type F/Cockayne syndrome, 278760 ",3,"ERCC4, XPF, FANCQ, XFEPS",133520,16p13.12,ERCC4
"Xeroderma pigmentosum, variant type, 278750 ",3,"POLH, XPV",603968,6p21.1,POLH
"Acetylation, slow, 243400 ",3,"NAT2, AAC2",612182,8p22,NAT2
"Analgesia from kappa-opioid receptor agonist, female-specific, 613098 ",3,"MC1R, SHEP2, CMM5",155555,16q24.3,MC1R
"Anhaptoglobinemia, 614081 ",3,HP,140100,16q22.2,HP
"Axillary odor, variation in, 117800 ",3,"ABCC11, MRP8, EWWD, WW",607040,16q12.1,ABCC11
"Bilirubin, serum level of, QTL1, 601816 ",3,"UGT1A1, UGT1, GNT1, BILIQTL1",191740,2q37.1,UGT1A1
"Blood group Cromer, 613793 ",3,"CD55, DAF, CROM",125240,1q32.2,CD55
"Blood group GIL, 607457 ",3,AQP3,600170,9p13.3,AQP3
"Blood group, ABO system, 616093 ",3,ABO,110300,9q34.2,ABO
"Blood group, Auberger system, 111200 ",3,"LU, AU, BCAM",612773,19q13.32,LU
"Blood group, Colton, 110450 ",3,"AQP1, CHIP28, CO",107776,7p14.3,AQP1
"Blood group, Diego, 110500 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Blood group, Dombrock, 616060 ",3,"ART4, DO, DOK1",110600,12p12.3,ART4
"Blood group, Duffy system, 110700 ",3,"DARC, FY, GPD, WBCQ1",613665,1q23.2,DARC
"Blood group, Froese, 601551 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Blood group, Ii, 110800 ",3,"GCNT2, Ii, CTRCT13",600429,6p24.3-p24.2,GCNT2
"Blood group, John-Milton-Hagen system, 614745 ",3,"SEMA7A, SEMAL, SEMAK1, CDW108, JMH",607961,15q24.1,SEMA7A
"Blood group, Kell, 110900 ",3,KEL,613883,7q34,KEL
"Blood group, Kidd, 111000 ",3,"SLC14A1, JK, UTE, UT1",613868,18q12.3,SLC14A1
"Blood group, Knops system, 607486 ",3,"CR1, C3BR",120620,1q32.2,CR1
"Blood group, Landsteiner-Wiener, 111250 ",3,"ICAM4, CD242, LW",614088,19p13.2,ICAM4
"Blood group, Lutheran null, 247420 ",3,"LU, AU, BCAM",612773,19q13.32,LU
"Blood group, Lutheran system, 111200 ",3,"LU, AU, BCAM",612773,19q13.32,LU
"Blood group, Radin, 111620 ",3,"ERMAP, SC, RD",609017,1p34.2,ERMAP
"Blood group, Raph, 179620 ",3,"CD151, PETA3, SFA1, MER2",602243,11p15.5,CD151
"Blood group, Rhesus, 111690 ",3,RHCE,111700,1p36.11,RHCE
"Blood group, Rodgers, 614374 ",3,"C4A, C4S, C4AD",120810,6p21.33,C4A
"Blood group, Scianna system, 111750 ",3,"ERMAP, SC, RD",609017,1p34.2,ERMAP
"Blood group, Swann, 601550 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Blood group, Waldner, 112010 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Blood group, Wright, 112050 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Blood group, Yt system, 112100 ",3,"ACHE, YT",100740,7q22.1,ACHE
"Bombay phenotype, 616754 ",3,"FUT1, H, HH",211100,19q13.33,FUT1
"Bone mineral density variability 1, 601884 ",3,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4",603506,11q13.2,LRP5
"Chitotriosidase deficiency, 614122 ",3,"CHIT, CHITD",600031,1q32.1,CHIT
"Colostrum secretion, variation in, 117800 ",3,"ABCC11, MRP8, EWWD, WW",607040,16q12.1,ABCC11
"Dysalbuminemic hyperthyroxinemia, 615999 ",3,"ALB, ANALBA, FDAH",103600,4q13.3,ALB
"Dystransthyretinemic hyperthyroxinemia, 145680 ",3,"TTR, PALB",176300,18q12.1,TTR
"Earwax, wet/dry, 117800 ",3,"ABCC11, MRP8, EWWD, WW",607040,16q12.1,ABCC11
"Eculizumab, poor response to, 615749 ",3,"C5, C5D, ECLZB",120900,9q33.2,C5
"Erythrocytosis, familial, 1, 133100 ",3,EPOR,133171,19p13.2,EPOR
"Fasting plasma glucose level QTL 5, 613463 ",3,"GCKR, GKRP, FGQTL5",600842,2p23.3,GCKR
"Gilbert syndrome, 143500 ",3,"UGT1A1, UGT1, GNT1, BILIQTL1",191740,2q37.1,UGT1A1
"Glycerol quantitative trait locus, 614411 ",3,"AQP7, GLYCQTL",602974,9p13.3,AQP7
"Hair morphology 1, hair thickness, 612630 ",3,"EDAR, DL, ED3, EDA3, HRM1, ECTD10A, ECTD10B",604095,2q13,EDAR
"Hemoglobin, high altitude adaptation, 609070 ",3,"EGLN1, PHD2, HIFPH2, C1orf12, ZMYND6, SM20, ECYT3, HALAH",606425,1q42.2,EGLN1
"Hereditary persistence of alpha-fetoprotein, 615970 ",3,"AFP, HPAFP, AFPD",104150,4q13.3,AFP
"Hex A pseudodeficiency, 272800 ",3,"HEXA, TSD",606869,15q23,HEXA
"High density lipoprotein cholesterol level QTL 10, 143470 ",3,"CETP, HDLCQ10",118470,16q13,CETP
"High density lipoprotein cholesterol level QTL 12, 612797 ",3,"LIPC, HL, LIPH, HDLCQ12",151670,15q21.3,LIPC
"High density lipoprotein cholesterol level QTL6, 610762 ",3,"SCARB1, CD36L1, CLA1, HDLQTL6",601040,12q24.31,SCARB1
"High molecular weight kininogen deficiency, 228960 ",3,"KNG1, KNG",612358,3q27.3,KNG1
"Histidinemia, 235800 ",3,"HAL, HSTD",609457,12q23.1,HAL
"Hyperphenylalaninemia, non-PKU mild, 261600 ",3,"PAH, PKU1",612349,12q23.2,PAH
"Hypoceruloplasminemia, hereditary, 604290 ",3,CP,117700,3q24-q25,CP
"Hypohaptoglobinemia, 614081 ",3,HP,140100,16q22.2,HP
"IgE levels QTL, 147050 ",3,"PHF11, NYREN34",607796,13q14.2,PHF11
"IgE, elevated level of, 147050 ",3,IL21R,605383,16p12.1,IL21R
"Inosine triphosphatase deficiency, 613850 ",3,"ITPA, EIEE35",147520,20p13,ITPA
"Interleukin 6, serum level of, QTL, 614752 ",3,"IL6R, IL6RQ, IL6Q",147880,1q21.3,IL6R
"Interleukin-6 receptor, soluble, serum level of, QTL, 614689 ",3,"IL6R, IL6RQ, IL6Q",147880,1q21.3,IL6R
"Kallikrein, decreased urinary activity of, 615953 ",3,"KLK1, KLKR",147910,19q13.33,KLK1
"Kininogen deficiency, 228960 ",3,"KNG1, KNG",612358,3q27.3,KNG1
"Lactate dehydrogenase-B deficiency, 614128 ",3,"LDHB, LDHBD",150100,12p12.1,LDHB
"Malaria, resistance to, 611162 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Phenylthiocarbamide tasting, 171200 ",3,"TAS2R38, T2R61, PTC",607751,7q34,TAS2R38
"Premature chromatid separation trait, 176430 ",3,"BUB1B, BUBR1, MVA1",602860,15q15.1,BUB1B
"Resting heart rate, 607276 ",3,"ADRB1, ADRB1R, RHR",109630,10q25.3,ADRB1
"Skin/hair/eye pigmentation 1, blond/brown hair, 227220 ",3,"HERC2, SHEP1, MRT38",605837,15q13.1,HERC2
"Skin/hair/eye pigmentation 1, blond/brown hair, 227220 ",3,"OCA2, P, PED, D15S12, BOCA, EYCL3, HCL3, SHEP1",611409,15q12-q13,OCA2
"Skin/hair/eye pigmentation 1, blue/nonblue eyes, 227220 ",3,"HERC2, SHEP1, MRT38",605837,15q13.1,HERC2
"Skin/hair/eye pigmentation 1, blue/nonblue eyes, 227220 ",3,"OCA2, P, PED, D15S12, BOCA, EYCL3, HCL3, SHEP1",611409,15q12-q13,OCA2
"Skin/hair/eye pigmentation 10, blond/brown hair, 612267 ",3,"TPCN2, TPC2, SHEP10",612163,11q13.3,TPCN2
"Skin/hair/eye pigmentation 2, blond hair/fair skin, 266300 ",3,"MC1R, SHEP2, CMM5",155555,16q24.3,MC1R
"Skin/hair/eye pigmentation 2, red hair/fair skin, 266300 ",3,"MC1R, SHEP2, CMM5",155555,16q24.3,MC1R
"Skin/hair/eye pigmentation 3, blue/green eyes, 601800 ",3,"TYR, SHEP3, CMM8, OCA1A, ATN",606933,11q14.3,TYR
"Skin/hair/eye pigmentation 3, light/dark/freckling skin, 601800 ",3,"TYR, SHEP3, CMM8, OCA1A, ATN",606933,11q14.3,TYR
"Skin/hair/eye pigmentation 6, blond/brown hair, 210750 ",3,"SLC24A4, NCKX4, SHEP6, AI2A5",609840,14q32.12,SLC24A4
"Skin/hair/eye pigmentation 6, blue/green eyes, 210750 ",3,"SLC24A4, NCKX4, SHEP6, AI2A5",609840,14q32.12,SLC24A4
"Skin/hair/eye pigmentation 7, blond/brown hair, 611664 ",3,"KITLG, MGF, SF, SCF, SHEP7, FPHH, DCUA, DFNA69",184745,12q21.32,KITLG
"Skin/hair/eye pigmentation 9, brown/nonbrown eyes, 611742 ",3,"ASIP, AGTIL, SHEP9",600201,20q11.22,ASIP
"Skin/hair/eye pigmentation 9, dark/light hair, 611742 ",3,"ASIP, AGTIL, SHEP9",600201,20q11.22,ASIP
"Skin/hair/eye pigmentation, variation in, 8, 611724 ",3,"IRF4, LSIRF, SHEP8",601900,6p25.3,IRF4
"Sodium serum level QTL 1, 613508 ",3,"TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3",605427,12q24.11,TRPV4
"Thyroxine-binding globulin QTL, 300932 ",3,"TBG, TBGQTL",314200,Xq22.3,TBG
"Transferrin serum level QTL2, 614193 ",3,"HFE, HLA-H, HFE1, MVCD7, TFQTL2",613609,6p22.2,HFE
"White blood cell count QTL, 611862 ",3,"DARC, FY, GPD, WBCQ1",613665,1q23.2,DARC
"van Buchem disease, type 2, 607636 ",3,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4",603506,11q13.2,LRP5
"van der Woude syndrome, 119300 ",3,"IRF6, VWS, LPS, PIT, PPS1, OFC6",607199,1q32.2,IRF6
"von Hippel-Lindau syndrome, 193300 ",3,VHL,608537,3p25.3,VHL
"von Willebrand disease, platelet-type, 177820 ",3,"GP1BA, BSS, BDPLT1, VWDP, BDPLT3",606672,17p13.2,GP1BA
"von Willebrand disease, type 1, 193400 ",3,"VWF, F8VWF",613160,12p13.31,VWF
"von Willebrand disease, types 2A, 2B, 2M, and 2N, 613554 ",3,"VWF, F8VWF",613160,12p13.31,VWF
"von Willibrand disease, type 3, 277480 ",3,"VWF, F8VWF",613160,12p13.31,VWF
"IgA nephropathy, susceptibility to, 3, 616818 ",3,"SPRY2, IGAN3",602466,13q31.1,SPRY2
"Macular degeneration, age-related, 603075 ",3,"APOE, AD2, LPG, LDLCQ5",107741,19q13.32,APOE
"Obesity, susceptibility to, 601665 ",3,"CARTPT, CART",602606,5q13.2,CARTPT
"AIDS, delayed/rapid progression to, 609423 ",3,"KIR3DL1, NKAT3, NKB1, AMB11, KIR3DS1",604946,19q13.42,KIR3DL1
"AIDS, rapid progression to, 609423 ",3,"IFNG, IFG, IFI",147570,12q15,IFNG
"AIDS, resistance to, 609423 ",3,"CXCL12, SDF1",600835,10q11.21,CXCL12
"AIDS, slow progression to, 609423 ",3,"CXCR1, IL8RA",146929,2q35,CXCR1
"AIDS, slow progression to, 609423 ",3,"IL4R, IL4RA",147781,16p12.1,IL4R
"Accelerated tumor formation, susceptibility to, 614401 ",3,"MDM2, ACTFS",164785,12q15,MDM2
"Albinism, oculocutaneous, type II, modifier of, 203200 ",3,"MC1R, SHEP2, CMM5",155555,16q24.3,MC1R
"Alcohol dependence, protection against, 103780 ",3,"ADH1B, ADH2",103720,4q23,ADH1B
"Alcohol dependence, protection against, 103780 ",3,"ADH1C, ADH3",103730,4q23,ADH1C
"Alcohol dependence, susceptibility to, 103780 ",3,GABRA2,137140,4p12,GABRA2
"Alcohol dependence, susceptibility to, 103780 ",3,HTR2A,182135,13q14.2,HTR2A
"Alcohol dependence, susceptibility to, 103780 ",3,"TAS2R16, T2R16",604867,7q31.32,TAS2R16
"Allergic rhinitis, susceptibility to, 607154 ",3,"IL13, ALRH, BHR1",147683,5q31.1,IL13
"Alzheimer disease, late-onset, susceptibility to, 104300 ",3,NOS3,163729,7q36.1,NOS3
"Alzheimer disease, late-onset, susceptibility to, 104300 ",3,"PLAU, URK, QPD, BDPLT5",191840,10q22.2,PLAU
"Alzheimer disease, susceptibility to, 104300 ",3,"A2M , A2MD",103950,12p13.31,A2M 
"Alzheimer disease, susceptibility to, 104300 ",3,"HFE, HLA-H, HFE1, MVCD7, TFQTL2",613609,6p22.2,HFE
"Alzheimer disease, susceptibility to, 104300 ",3,MPO,606989,17q22,MPO
"Amyotrophic lateral sclerosis, susceptibility to, 13, 183090 ",3,"ATXN2, ATX2, SCA2, ASL13",601517,12q24.12,ATXN2
"Amyotrophic lateral sclerosis, susceptibility to, 105400 ",3,"DCTN1, HMN7B",601143,2p13.1,DCTN1
"Amyotrophic lateral sclerosis, susceptibility to, 105400 ",3,PRPH,170710,12q13.12,PRPH
"Angioedema induced by ACE inhibitors, susceptibility to, 300909 ",3,"XPNPEP2, AEACEI",300145,Xq26.1,XPNPEP2
"Anorexia nervosa, susceptibility to, 606788 ",3,HTR2A,182135,13q14.2,HTR2A
"Anorexia nervosa, susceptibility to, 610269 ",3,"BDNF, BULN2, ANON2",113505,11p14.1,BDNF
"Antisocial behavior, 300615 ",3,"MAOA, BRNRS",309850,Xp11.3,MAOA
"Anxiety-related personality traits, 607834 ",3,"SLC6A4, HTT, OCD1",182138,17q11.2,SLC6A4
"Aplastic anemia, susceptibility to, 609135 ",3,"SBDS, SDS",607444,7q11.21,SBDS
"Aplastic anemia, 609135 ",3,"IFNG, IFG, IFI",147570,12q15,IFNG
"Aspergillosis, susceptibility to, 614079 ",3,"CLEC7A, CLECSF12, DECTIN1, CANDF4",606264,12p13.2,CLEC7A
"Asthma susceptibility 5, 611064 ",3,"IRAK3, IRAKM, ASRT5",604459,12q14.3,IRAK3
"Asthma, aspirin-induced, susceptibility to, 208550 ",3,PTGER2,176804,14q22.1,PTGER2
"Asthma, aspirin-induced, susceptibility to, 208550 ",3,"TBX21, TBET",604895,17q21.32,TBX21
"Asthma, diminished response to antileukotriene treatment in, 600807 ",3,ALOX5,152390,10q11.21,ALOX5
"Asthma, nocturnal, susceptibility to, 600807 ",3,ADRB2,109690,5q32,ADRB2
"Asthma, protection against, 600807 ",3,MUC7,158375,4q13.3,MUC7
"Asthma, susceptibility to, 1, 607277 ",3,"PTGDR, AS1, ASRT1",604687,14q22.1,PTGDR
"Asthma, susceptibility to, 600807 ",3,"CCL11, SCYA11",601156,17q12,CCL11
"Asthma, susceptibility to, 600807 ",3,"HNMT, MRT51",605238,2q22.1,HNMT
"Asthma, susceptibility to, 600807 ",3,"IL13, ALRH, BHR1",147683,5q31.1,IL13
"Asthma, susceptibility to, 600807 ",3,"PLA2G7, PAFAH, PAFAD",601690,6p12.3,PLA2G7
"Asthma, susceptibility to, 600807 ",3,"SCGB3A2, UGRP1",606531,5q32,SCGB3A2
"Asthma, susceptibility to, 600807 ",3,"TNF, TNFA",191160,6p21.33,TNF
"Asthma-related traits, susceptibility to, 7, 611960 ",3,"CHI3L1, GP39, YKL40, ASRT7",601525,1q32.1,CHI3L1
"Asthma, 600807 ",3,"PHF11, NYREN34",607796,13q14.2,PHF11
"Atopy, resistance to, 147050 ",3,"HAVCR1, HAVCR",606518,5q33.3,HAVCR1
"Atopy, susceptibility to, 147050 ",3,"IL4R, IL4RA",147781,16p12.1,IL4R
"Atopy, susceptibility to, 147050 ",3,"MS4A2, FCER1B",147138,11q12.1,MS4A2
"Atopy, susceptibility to, 147050 ",3,"PLA2G7, PAFAH, PAFAD",601690,6p12.3,PLA2G7
"Atopy, susceptibility to, 147050 ",3,"SELP, GRMP",173610,1q24.2,SELP
"Atrioventricular septal defect, susceptibility to, 2, 606217 ",3,"CRELD1, AVSD2",607170,3p25.3,CRELD1
"Attention deficit-hyperactivity disorder, susceptibility to, 143465 ",3,"DRD5, DRD1B, DRD1L2",126453,4p16.1,DRD5
"Attention deficit-hyperactivity disorder, 143465 ",3,DRD4,126452,11p15.5,DRD4
"Autism susceptibility 15, 612100 ",3,"CNTNAP2, CASPR2, NRXN4, CDFE, AUTS15, PTHSL1",604569,7q35-q36,CNTNAP2
"Autism susceptibility, X-linked 3, 300496 ",3,"MECP2, RTT, PPMX, MRX16, MRX79, AUTSX3, MRXSL, MRXS13, MRX79, MRX16",300005,Xq28,MECP2
"Autism, susceptibility to, 19, 615091 ",3,"EIF4E, EIF4EL1, AUTS19",133440,4q23,EIF4E
"Autism, susceptibility to, X-linked 5, 300847 ",3,"RPL10, DXS648, QM, AUTSX5",312173,Xq28,RPL10
"Autoimmune disease, susceptibility to, 1, 607836 ",3,"FOXD3, AIS1, VAMAS2",611539,1p31.3,FOXD3
"Autoimmune lymphoproliferative syndrome, 601859 ",3,"FAS, TNFRSF6, APT1, CD95, ALPS1A",134637,10q23.31,FAS
"Autoimmune thyroid disease, susceptibility to, 3, 608175 ",3,"TG, AITD3, TDH3",188450,8q24.22,TG
"Autoimmune thyroid disease, susceptibility to, 3, 608175 ",3,"ZFAT1, ZNF406, AITD3",610931,8q24.22,ZFAT1
"Bardet-Biedl syndrome 1, modifier of, 209900 ",3,"ARL6, BBS3, RP55",608845,3q11.2,ARL6
"Bardet-Biedl syndrome 1, modifier of, 209900 ",3,"CCDC28B, MGC1203",610162,1p35.2,CCDC28B
"Bardet-Biedl syndrome 14, modifier of, 615991 ",3,"TMEM67, MKS3, JBTS6, NPHP11",609884,8q22.1,TMEM67
"Basal cell carcinoma 7, 614740 ",3,"TP53, P53, LFS1 , BCC7",191170,17p13.1,TP53
"Bladder cancer, somatic, 109800 ",3,HRAS,190020,11p15.5,HRAS
"Bleeding disorder, platelet-type, 13, susceptibility to, 614009 ",3,"TBXA2R, BDPLT13",188070,19p13.3,TBXA2R
"Blepharospasm, primary benign, 606798 ",3,"DRD5, DRD1B, DRD1L2",126453,4p16.1,DRD5
"Bone mineral density variation QTL, osteoporosis, 166710 ",3,"COL1A1, OI1, OI2, OI3, OI4, EDSC",120150,17q21.33,COL1A1
"Breast cancer, invasive ductal, 114480 ",3,"RAD54L, HR54, HRAD54",603615,1p34.1,RAD54L
"Breast cancer, lobular, 114480 ",3,"CDH1, UVO, LCAM, ECAD",192090,16q22.1,CDH1
"Breast cancer, male, susceptibility to, 114480 ",3,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,BRCA2
"Breast cancer, protection against, 114480 ",3,"CASP8, MCH5, ALPS2B",601763,2q33.1,CASP8
